data,codigo_ibge,latitude,longitude,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20031124,4100103,-23.3049,-50.3133,12.3,25.0,19.1,21.66,30.7,18.41,24.23,14.77,76.25,2.05,94.12,1.05,1.86,0.52,1.34,2.15,3.38,1.29,2.09,3.7,4.93,2.03,2.9,0.6,0.6,0.62,24.78,30.33,41.85,132.7,159.61,17.68,0.5,2.53
20031125,4100103,-23.3049,-50.3133,9.51,25.0,20.65,22.68,29.68,20.17,24.71,16.24,79.75,23.26,94.09,1.1,1.92,0.2,1.72,2.21,3.59,0.31,3.28,3.64,4.91,0.45,4.46,0.72,0.62,0.62,24.0,29.62,41.91,129.63,156.12,17.4,0.5,2.57
20031126,4100103,-23.3049,-50.3133,5.23,22.66,21.37,22.01,25.45,20.23,22.66,16.97,92.5,6.32,94.22,1.18,2.72,0.45,2.27,2.45,5.48,1.13,4.34,4.31,7.8,2.23,5.56,0.7,0.64,0.64,8.22,28.86,41.97,48.65,152.73,7.08,0.22,1.1
20031127,4100103,-23.3049,-50.3133,5.7,22.64,21.51,22.11,26.08,20.37,22.7,17.15,93.12,8.75,94.1,1.14,2.57,0.25,2.32,2.34,5.01,0.53,4.48,3.98,7.23,1.19,6.04,0.71,0.65,0.64,12.58,28.32,42.04,71.05,149.99,9.72,0.27,1.36
20031128,4100103,-23.3049,-50.3133,10.48,23.84,18.58,20.97,29.6,19.13,23.35,14.28,77.19,0.11,94.12,1.23,2.16,0.41,1.74,2.51,3.98,1.34,2.64,4.17,6.47,2.8,3.66,0.66,0.65,0.65,21.18,30.44,42.11,114.32,160.52,15.69,0.46,2.37
20031129,4100103,-23.3049,-50.3133,13.44,22.3,15.94,18.91,28.4,14.97,21.89,12.15,71.25,0.0,94.18,1.59,2.62,0.7,1.91,3.17,4.88,1.84,3.04,5.12,6.59,2.98,3.61,0.63,0.63,0.64,27.05,31.0,42.16,143.14,161.12,19.16,0.58,3.05
20031130,4100103,-23.3049,-50.3133,13.73,23.77,17.84,20.65,30.24,16.51,23.45,13.73,72.5,1.42,94.12,1.17,2.41,0.11,2.3,2.27,4.52,0.12,4.4,3.33,6.36,0.13,6.23,0.62,0.62,0.63,20.48,29.73,42.22,111.52,156.87,15.29,0.46,2.39
20031201,4100103,-23.3049,-50.3133,11.75,25.13,19.27,21.89,31.56,19.81,24.51,14.95,75.5,1.01,93.9,0.89,1.53,0.13,1.4,1.92,2.89,0.34,2.55,3.41,5.78,0.54,5.23,0.62,0.62,0.63,17.46,30.32,42.26,96.37,160.32,13.48,0.41,2.08
20031202,4100103,-23.3049,-50.3133,15.98,26.05,18.28,22.05,33.18,17.2,25.82,14.1,66.88,0.18,93.84,0.92,1.57,0.28,1.29,1.88,2.9,0.36,2.55,2.84,4.5,0.38,4.12,0.59,0.61,0.63,23.32,31.65,42.3,124.28,164.39,16.99,0.5,2.58
20031203,4100103,-23.3049,-50.3133,12.49,26.61,20.32,23.24,32.18,19.68,26.15,15.99,73.12,3.09,93.95,0.84,1.13,0.51,0.62,1.68,2.09,0.99,1.09,2.66,3.66,1.63,2.03,0.61,0.6,0.62,21.78,31.22,42.34,116.56,162.77,15.99,0.48,2.47
20031204,4100103,-23.3049,-50.3133,7.45,25.01,21.35,22.98,29.01,21.57,24.59,17.03,83.5,5.15,93.94,1.17,1.88,0.53,1.35,2.37,3.47,1.22,2.25,4.0,5.0,2.12,2.88,0.62,0.61,0.62,15.52,29.72,42.38,87.68,159.5,12.48,0.38,1.91
20031205,4100103,-23.3049,-50.3133,6.77,24.91,22.51,23.63,28.89,22.12,24.76,18.25,88.25,10.72,93.86,1.23,2.27,0.45,1.81,2.48,4.28,1.11,3.17,4.3,6.01,2.24,3.77,0.68,0.62,0.63,7.59,30.26,42.41,44.38,161.92,6.53,0.18,0.92
20031206,4100103,-23.3049,-50.3133,13.11,25.4,18.12,21.5,32.37,19.26,24.89,13.98,70.25,0.6,94.07,0.91,1.82,0.41,1.41,2.05,3.38,0.76,2.62,3.89,5.38,1.01,4.37,0.62,0.62,0.63,22.33,30.91,42.45,121.23,162.86,16.69,0.5,2.57
20031207,4100103,-23.3049,-50.3133,11.68,24.61,17.89,20.94,30.08,18.4,23.98,13.67,71.25,0.04,94.23,1.72,2.8,0.62,2.18,3.48,5.28,1.8,3.48,5.56,7.32,3.75,3.57,0.59,0.61,0.62,27.68,30.74,42.48,149.62,164.01,19.95,0.58,2.98
20031208,4100103,-23.3049,-50.3133,11.14,24.77,19.93,22.11,29.98,18.84,24.29,15.62,78.19,14.06,94.05,1.97,2.68,0.77,1.91,3.91,5.13,2.03,3.1,6.09,7.53,4.73,2.81,0.67,0.62,0.62,18.0,29.86,42.52,98.12,158.23,13.73,0.41,2.08
20031209,4100103,-23.3049,-50.3133,12.81,22.19,18.54,20.39,26.94,14.12,22.25,14.65,81.75,11.69,94.09,1.23,1.91,0.77,1.15,2.55,3.6,1.45,2.16,4.61,6.01,2.07,3.94,0.73,0.64,0.64,17.31,31.48,42.55,95.37,164.78,13.34,0.4,2.02
20031210,4100103,-23.3049,-50.3133,14.31,21.44,16.76,18.92,27.55,13.24,21.08,13.06,77.44,0.15,94.37,1.17,1.87,0.5,1.37,2.52,3.56,1.31,2.25,4.34,5.95,2.64,3.3,0.65,0.64,0.64,24.54,31.07,42.58,130.81,161.25,17.68,0.53,2.73
20031211,4100103,-23.3049,-50.3133,8.14,24.04,21.29,22.63,27.92,19.78,23.98,16.91,85.69,14.39,94.39,1.26,2.25,0.5,1.74,2.68,4.38,1.57,2.8,4.4,6.12,2.53,3.59,0.72,0.64,0.64,19.92,29.79,42.61,110.7,160.4,15.41,0.48,2.48
20031212,4100103,-23.3049,-50.3133,5.85,23.66,20.62,22.15,26.69,20.84,23.68,16.17,83.88,1.29,94.41,0.8,1.49,0.35,1.15,1.73,2.88,0.58,2.3,2.92,4.72,0.79,3.93,0.67,0.65,0.65,13.3,28.96,42.63,75.24,154.0,10.56,0.33,1.69
20031213,4100103,-23.3049,-50.3133,8.52,23.53,20.09,21.72,28.33,19.8,23.34,15.62,83.19,5.94,94.41,0.8,1.57,0.45,1.12,1.75,3.04,1.0,2.03,3.01,4.68,1.51,3.16,0.69,0.64,0.65,26.29,29.73,42.65,142.59,158.4,18.95,0.56,2.95
20031214,4100103,-23.3049,-50.3133,12.38,25.41,19.98,22.69,31.65,19.27,25.39,15.56,74.44,4.21,94.35,1.14,1.78,0.28,1.5,2.29,3.3,0.53,2.77,3.62,5.54,0.84,4.7,0.67,0.64,0.65,18.06,29.97,42.67,99.66,159.59,13.62,0.39,1.99
20031215,4100103,-23.3049,-50.3133,9.27,25.31,22.0,23.65,30.15,20.89,25.29,17.64,83.12,11.0,94.32,1.18,2.24,0.54,1.71,2.54,4.35,1.45,2.91,4.31,5.94,2.91,3.02,0.71,0.64,0.65,22.46,30.22,42.69,122.75,160.98,16.69,0.5,2.61
20031216,4100103,-23.3049,-50.3133,9.08,25.75,22.0,23.85,30.72,21.64,25.69,17.64,81.75,4.31,94.33,1.2,2.39,0.52,1.88,2.59,4.63,1.54,3.1,4.39,6.41,2.63,3.78,0.69,0.65,0.65,20.72,30.24,42.71,113.5,161.36,15.23,0.46,2.42
20031217,4100103,-23.3049,-50.3133,9.78,23.31,18.31,20.65,27.94,18.16,22.99,14.04,76.56,2.65,94.59,2.14,3.22,0.66,2.56,4.3,6.2,1.77,4.42,6.57,8.73,3.99,4.73,0.66,0.64,0.65,20.17,29.93,42.74,111.43,159.31,15.28,0.47,2.42
20031218,4100103,-23.3049,-50.3133,14.3,22.98,16.4,19.42,30.04,15.73,22.44,12.45,70.44,0.2,94.82,2.24,3.0,1.34,1.66,4.4,5.84,2.76,3.08,6.6,8.48,4.62,3.85,0.62,0.63,0.64,23.32,30.78,42.76,125.51,163.12,16.97,0.51,2.65
20031219,4100103,-23.3049,-50.3133,12.76,23.56,18.49,20.78,29.82,17.06,23.07,14.16,76.94,2.23,94.84,1.73,2.66,0.59,2.08,3.45,5.06,1.71,3.35,5.39,7.06,3.11,3.95,0.62,0.62,0.64,25.45,30.79,42.77,137.54,163.1,18.59,0.55,2.91
20031220,4100103,-23.3049,-50.3133,11.5,24.19,20.18,22.08,30.47,18.97,23.98,15.75,80.81,3.94,94.68,1.38,1.92,0.52,1.41,2.71,3.76,1.09,2.68,4.3,6.21,1.85,4.36,0.65,0.62,0.64,25.34,30.37,42.78,137.51,161.69,18.41,0.55,2.9
20031221,4100103,-23.3049,-50.3133,6.55,23.26,21.01,22.24,27.03,20.48,23.48,16.54,86.5,16.88,94.36,0.94,1.47,0.4,1.07,1.88,2.77,0.61,2.16,3.1,4.97,0.84,4.12,0.73,0.64,0.65,23.09,30.4,42.79,126.88,162.91,17.3,0.53,2.78
20031222,4100103,-23.3049,-50.3133,10.2,25.08,21.88,23.45,30.51,20.3,25.02,17.58,84.19,9.77,94.09,1.27,2.66,0.5,2.16,2.73,5.14,1.47,3.67,4.73,7.19,2.96,4.23,0.72,0.66,0.66,27.33,30.82,42.79,147.84,164.02,19.8,0.6,3.17
20031223,4100103,-23.3049,-50.3133,9.84,24.95,20.19,22.51,29.75,19.9,24.84,15.81,76.81,0.0,94.17,0.95,2.69,0.31,2.38,1.91,5.3,0.55,4.76,3.07,7.97,0.82,7.15,0.66,0.65,0.66,23.38,30.6,42.79,127.42,162.92,17.31,0.52,2.71
20031224,4100103,-23.3049,-50.3133,12.98,22.34,15.11,18.49,28.87,15.89,21.88,11.35,67.25,0.0,94.66,2.2,2.85,1.52,1.33,4.34,5.38,3.34,2.05,6.61,8.15,5.13,3.02,0.63,0.64,0.65,29.18,31.43,42.79,153.9,163.69,20.38,0.6,3.16
20031225,4100103,-23.3049,-50.3133,16.66,21.98,14.88,18.11,29.69,13.01,21.34,11.29,69.31,0.0,94.79,1.78,2.74,0.74,2.0,3.56,5.09,1.83,3.26,5.64,8.28,2.98,5.3,0.62,0.62,0.64,29.71,32.02,42.79,156.42,166.69,20.84,0.62,3.28
20031226,4100103,-23.3049,-50.3133,14.09,23.9,16.76,19.94,30.26,16.16,23.12,12.7,69.94,0.0,94.5,1.65,2.68,0.61,2.07,3.3,5.12,1.5,3.62,5.14,7.3,2.12,5.18,0.6,0.62,0.64,27.85,30.92,42.79,147.9,161.76,19.49,0.58,3.0
20031227,4100103,-23.3049,-50.3133,13.66,25.48,18.48,21.51,31.62,17.97,24.56,14.22,71.62,0.21,94.16,1.39,2.55,0.54,2.01,2.78,4.8,1.05,3.75,4.35,6.77,1.45,5.33,0.59,0.61,0.63,27.49,31.01,42.79,146.46,162.34,19.4,0.57,2.92
20031228,4100103,-23.3049,-50.3133,14.01,26.37,18.4,21.97,33.19,19.19,25.52,14.16,69.5,3.97,94.07,1.29,1.99,0.38,1.61,2.55,3.7,0.63,3.06,4.16,5.9,0.66,5.23,0.61,0.6,0.63,26.89,30.37,42.79,142.8,158.7,18.81,0.55,2.84
20031229,4100103,-23.3049,-50.3133,11.65,26.14,19.91,22.64,31.74,20.09,25.37,15.56,75.06,1.99,94.08,1.03,1.45,0.66,0.79,2.05,2.62,1.45,1.17,3.46,5.48,1.91,3.57,0.6,0.6,0.62,19.78,29.58,42.78,108.43,156.09,14.75,0.45,2.32
20031230,4100103,-23.3049,-50.3133,5.03,23.09,21.23,22.14,26.29,21.26,23.06,16.78,89.81,5.37,94.24,1.09,1.97,0.36,1.61,2.26,3.78,1.21,2.57,3.81,5.3,2.23,3.05,0.63,0.61,0.62,17.59,29.2,42.77,98.19,156.09,13.6,0.42,2.18
20031231,4100103,-23.3049,-50.3133,5.38,23.14,21.3,22.19,26.27,20.89,23.08,16.91,90.31,13.28,94.3,1.1,2.24,0.41,1.83,2.26,4.23,1.11,3.12,3.66,5.77,1.83,3.94,0.7,0.62,0.63,15.92,29.08,42.76,89.29,155.62,12.41,0.38,1.93
20030101,4100459,-24.7983,-52.7128,8.26,25.03,22.26,23.77,29.3,21.04,25.28,18.01,84.44,0.72,93.88,0.18,0.52,0.0,0.52,0.94,1.47,0.22,1.25,1.81,2.88,0.44,2.45,0.74,0.73,0.77,28.49,31.37,42.93,154.15,167.83,20.7,0.64,3.4
20030102,4100459,-24.7983,-52.7128,5.69,24.08,22.81,23.55,27.25,21.56,24.27,18.68,91.88,2.2,93.76,0.09,0.58,0.0,0.58,0.55,1.46,0.06,1.4,1.31,3.62,0.16,3.46,0.73,0.72,0.77,25.29,30.66,42.91,138.29,164.78,18.73,0.59,3.08
20030103,4100459,-24.7983,-52.7128,5.34,23.01,21.87,22.46,25.95,20.62,23.04,17.64,93.44,16.3,93.71,0.04,0.32,0.0,0.32,0.73,1.21,0.04,1.17,1.92,3.36,0.04,3.31,0.8,0.73,0.77,21.84,30.17,42.89,121.94,163.57,16.72,0.52,2.73
20030104,4100459,-24.7983,-52.7128,4.77,22.87,21.8,22.38,25.72,20.94,22.97,17.52,93.5,25.94,93.63,0.08,0.34,0.0,0.34,0.52,0.83,0.17,0.66,1.24,2.14,0.23,1.91,0.9,0.77,0.78,17.25,29.41,42.86,96.82,158.16,13.39,0.44,2.27
20030105,4100459,-24.7983,-52.7128,7.83,23.98,21.83,22.9,28.26,20.44,23.98,17.58,88.69,1.39,93.53,0.01,0.15,0.0,0.15,0.68,1.09,0.16,0.93,1.98,3.23,0.33,2.91,0.8,0.78,0.79,24.75,30.13,42.83,133.62,159.68,17.67,0.54,2.81
20030106,4100459,-24.7983,-52.7128,8.23,23.51,20.11,21.81,27.69,19.46,23.51,15.81,82.56,0.01,93.82,0.0,0.02,0.0,0.02,0.73,1.03,0.45,0.58,2.04,3.73,1.39,2.34,0.77,0.76,0.78,22.6,31.49,42.8,121.99,164.7,16.61,0.52,2.74
20030107,4100459,-24.7983,-52.7128,9.23,23.94,20.9,22.46,28.93,19.69,24.01,16.54,84.06,0.32,93.96,0.05,0.38,0.0,0.38,0.82,1.78,0.41,1.38,1.85,3.73,0.95,2.77,0.75,0.74,0.78,30.45,31.66,42.77,160.23,165.27,21.17,0.65,3.48
20030108,4100459,-24.7983,-52.7128,11.26,23.54,19.98,21.77,29.07,17.81,23.56,15.62,81.81,0.7,94.06,0.03,0.13,0.0,0.13,1.04,1.43,0.47,0.96,2.73,3.87,1.39,2.48,0.73,0.73,0.77,31.31,31.81,42.74,166.23,167.55,22.0,0.68,3.66
20030109,4100459,-24.7983,-52.7128,11.12,24.61,20.48,22.56,29.7,18.58,24.65,16.17,78.94,1.61,94.13,0.03,0.32,0.0,0.32,0.81,1.49,0.3,1.19,2.28,4.05,0.79,3.26,0.73,0.71,0.77,31.01,31.57,42.71,165.84,167.52,21.97,0.67,3.58
20030110,4100459,-24.7983,-52.7128,8.15,24.98,23.32,24.15,29.19,21.04,24.97,19.29,90.94,12.5,94.02,0.0,0.03,0.0,0.03,0.8,1.3,0.32,0.98,2.52,3.2,1.2,2.0,0.79,0.72,0.77,20.48,30.56,42.68,113.37,164.23,15.43,0.49,2.55
20030111,4100459,-24.7983,-52.7128,3.32,23.37,22.73,23.06,24.87,21.55,23.4,18.49,96.0,10.38,94.0,0.02,0.29,0.0,0.29,0.61,0.95,0.34,0.6,1.77,2.74,0.74,1.99,0.79,0.73,0.77,7.19,29.95,42.64,42.63,161.98,6.18,0.18,0.91
20030112,4100459,-24.7983,-52.7128,5.71,22.03,20.83,21.44,25.37,19.66,22.05,16.48,93.12,3.84,93.98,0.03,0.13,0.0,0.13,0.55,1.01,0.11,0.9,1.39,2.53,0.18,2.35,0.77,0.74,0.77,16.32,28.95,42.6,90.7,152.91,12.36,0.39,2.05
20030113,4100459,-24.7983,-52.7128,7.93,22.78,20.9,21.84,27.12,19.19,22.79,16.54,89.81,4.89,93.89,0.02,0.12,0.0,0.12,0.8,1.2,0.46,0.73,2.19,2.95,1.31,1.62,0.77,0.74,0.77,21.79,29.49,42.55,118.91,156.65,15.93,0.5,2.63
20030114,4100459,-24.7983,-52.7128,8.65,23.51,20.69,22.12,27.82,19.16,23.56,16.36,85.0,0.56,93.89,0.02,0.27,0.0,0.27,0.59,0.98,0.23,0.75,1.63,3.27,0.58,2.69,0.75,0.73,0.77,25.07,30.48,42.51,135.75,162.19,18.02,0.55,2.85
20030115,4100459,-24.7983,-52.7128,7.11,23.29,19.71,21.55,27.31,20.2,23.38,15.38,80.81,0.34,94.03,0.06,0.42,0.0,0.42,0.87,1.59,0.35,1.23,2.09,3.28,0.88,2.4,0.73,0.72,0.77,27.64,30.35,42.46,148.93,161.75,19.68,0.6,3.2
20030116,4100459,-24.7983,-52.7128,9.39,23.58,20.35,22.08,28.58,19.2,23.8,15.99,82.31,1.41,94.0,0.09,0.55,0.0,0.55,0.8,1.6,0.29,1.31,1.76,3.25,0.6,2.64,0.73,0.71,0.77,25.86,30.27,42.41,140.55,161.7,18.66,0.57,2.98
20030117,4100459,-24.7983,-52.7128,10.38,24.26,20.86,22.65,29.4,19.02,24.45,16.54,81.81,3.31,93.84,0.12,0.57,0.0,0.57,0.91,1.71,0.38,1.33,2.01,3.16,1.02,2.13,0.73,0.7,0.77,22.09,30.77,42.37,120.08,162.38,16.27,0.51,2.65
20030118,4100459,-24.7983,-52.7128,8.66,23.76,21.68,22.74,28.48,19.82,23.81,17.4,88.31,27.11,93.94,0.05,0.31,0.0,0.31,0.81,1.69,0.33,1.35,2.09,3.54,0.8,2.73,0.83,0.72,0.77,20.57,30.42,42.31,113.12,162.19,15.44,0.49,2.57
20030119,4100459,-24.7983,-52.7128,8.57,24.2,21.62,22.94,28.67,20.1,24.26,17.33,86.38,2.4,93.86,0.05,0.41,0.0,0.41,0.98,1.59,0.38,1.22,2.44,3.52,0.87,2.64,0.76,0.73,0.77,28.83,30.13,42.25,157.04,162.46,20.8,0.65,3.45
20030120,4100459,-24.7983,-52.7128,7.84,24.27,22.42,23.46,28.57,20.73,24.49,18.31,89.0,16.31,93.69,0.06,0.33,0.0,0.33,0.62,1.2,0.23,0.98,1.52,3.09,0.34,2.75,0.81,0.73,0.77,9.18,30.12,42.19,52.79,160.94,7.45,0.21,1.09
20030121,4100459,-24.7983,-52.7128,7.31,24.18,21.75,23.02,28.37,21.05,24.29,17.52,86.81,0.37,93.55,0.09,0.28,0.0,0.28,0.7,1.45,0.16,1.3,1.55,3.33,0.24,3.09,0.76,0.74,0.77,24.0,30.12,42.13,129.09,159.21,17.28,0.54,2.8
20030122,4100459,-24.7983,-52.7128,5.45,23.08,21.63,22.35,25.89,20.44,23.07,17.4,91.75,21.47,93.67,0.0,0.03,0.0,0.03,0.7,1.01,0.24,0.77,1.91,2.99,0.49,2.49,0.84,0.75,0.77,18.02,29.28,42.06,99.84,156.33,13.48,0.42,2.2
20030123,4100459,-24.7983,-52.7128,4.62,22.81,22.1,22.47,25.48,20.86,22.83,17.82,95.69,33.22,93.84,0.02,0.16,0.0,0.16,0.89,1.32,0.53,0.78,2.41,3.19,1.42,1.77,0.91,0.8,0.79,10.12,29.22,41.98,58.63,157.56,8.43,0.27,1.41
20030124,4100459,-24.7983,-52.7128,9.73,22.12,19.82,20.97,27.37,17.64,22.12,15.44,87.75,5.1,94.15,0.0,0.0,0.0,0.0,0.98,1.31,0.63,0.68,2.38,3.48,1.31,2.16,0.82,0.8,0.8,18.31,29.67,41.91,99.1,155.19,13.48,0.43,2.27
20030125,4100459,-24.7983,-52.7128,7.28,20.41,19.13,19.77,24.21,16.93,20.42,14.83,92.62,8.34,94.17,0.02,0.16,0.0,0.16,0.8,1.56,0.16,1.41,2.09,3.87,0.38,3.49,0.84,0.8,0.8,15.61,29.55,41.83,87.62,157.69,12.26,0.41,2.11
20030126,4100459,-24.7983,-52.7128,3.2,20.43,20.02,20.23,22.34,19.15,20.44,15.69,97.44,19.45,93.86,0.0,0.0,0.0,0.0,0.98,1.32,0.65,0.67,2.64,3.46,1.95,1.51,0.87,0.8,0.8,8.96,28.93,41.76,52.47,155.5,7.63,0.25,1.32
20030127,4100459,-24.7983,-52.7128,7.39,21.37,19.27,20.33,25.78,18.39,21.38,15.01,88.25,3.85,93.57,0.01,0.09,0.0,0.09,0.92,1.41,0.34,1.07,2.38,3.86,0.78,3.07,0.84,0.81,0.8,23.31,29.53,41.68,127.51,157.8,17.05,0.54,2.82
20030128,4100459,-24.7983,-52.7128,9.53,21.62,18.01,19.82,26.37,16.83,21.62,13.85,81.12,0.08,93.76,0.0,0.0,0.0,0.0,1.09,1.59,0.78,0.8,2.91,3.87,2.2,1.67,0.79,0.79,0.8,27.17,30.18,41.61,145.73,159.8,19.24,0.59,3.12
20030129,4100459,-24.7983,-52.7128,9.16,22.22,18.87,20.55,27.04,17.88,22.23,14.59,82.62,0.12,94.08,0.01,0.13,0.0,0.13,0.82,1.26,0.49,0.77,2.16,3.55,1.18,2.38,0.77,0.77,0.8,29.19,30.36,41.53,155.52,160.39,20.49,0.62,3.27
20030130,4100459,-24.7983,-52.7128,9.62,22.34,19.58,20.97,27.08,17.46,22.35,15.32,85.19,4.06,94.04,0.02,0.16,0.0,0.16,0.75,1.09,0.3,0.8,1.87,3.24,0.63,2.6,0.78,0.76,0.8,26.26,29.18,41.45,140.98,154.55,18.42,0.55,2.94
20030131,4100459,-24.7983,-52.7128,8.71,22.83,20.3,21.6,27.4,18.69,22.9,15.93,86.25,1.21,94.0,0.07,0.25,0.0,0.25,0.91,1.45,0.34,1.1,2.05,3.32,0.83,2.48,0.77,0.75,0.79,24.52,29.45,41.36,132.08,155.86,17.52,0.54,2.81
20030201,4100459,-24.7983,-52.7128,6.5,22.23,20.19,21.22,26.08,19.58,22.24,15.75,88.62,8.28,94.3,0.0,0.05,0.0,0.05,1.18,1.88,0.52,1.35,3.2,4.55,1.73,2.81,0.79,0.74,0.79,12.02,26.59,41.26,67.47,139.62,8.9,0.27,1.41
20030202,4100459,-24.7983,-52.7128,9.34,22.31,19.91,21.3,27.92,18.58,22.7,15.5,85.56,0.17,94.51,0.09,0.63,0.0,0.63,0.72,1.73,0.11,1.62,1.67,3.61,0.21,3.4,0.76,0.74,0.79,26.13,29.69,41.17,142.12,159.26,19.1,0.6,3.19
20030203,4100459,-24.7983,-52.7128,9.38,24.03,21.72,23.02,28.83,19.45,24.32,17.4,86.12,4.49,94.4,0.12,0.6,0.0,0.6,0.85,1.63,0.2,1.44,2.02,3.31,0.36,2.95,0.77,0.73,0.78,27.13,29.75,41.07,146.54,158.77,19.51,0.61,3.22
20030204,4100459,-24.7983,-52.7128,6.17,23.49,21.58,22.61,27.09,20.92,23.63,17.21,88.94,1.85,94.21,0.12,0.42,0.0,0.42,0.92,1.59,0.39,1.2,2.18,3.25,0.98,2.26,0.75,0.73,0.78,27.34,29.84,40.97,147.76,159.46,19.72,0.61,3.25
20030205,4100459,-24.7983,-52.7128,7.83,22.59,20.71,21.68,26.72,18.89,22.65,16.3,89.44,12.78,94.15,0.05,0.22,0.0,0.22,0.99,1.4,0.65,0.75,2.39,3.43,1.41,2.02,0.8,0.73,0.78,20.0,29.31,40.88,111.57,158.7,15.23,0.47,2.44
20030206,4100459,-24.7983,-52.7128,6.47,22.86,21.32,22.08,26.35,19.87,22.85,16.97,91.5,7.87,94.06,0.0,0.02,0.0,0.02,0.8,1.34,0.36,0.98,2.29,3.21,1.06,2.15,0.79,0.75,0.79,22.36,28.73,40.78,123.53,155.57,16.85,0.53,2.8
20030207,4100459,-24.7983,-52.7128,7.88,23.64,22.05,22.89,27.82,19.95,23.72,17.76,90.88,13.92,94.18,0.03,0.3,0.0,0.3,0.73,1.16,0.27,0.89,1.97,3.07,0.48,2.59,0.83,0.76,0.79,18.83,29.13,40.68,104.89,157.77,14.52,0.47,2.47
20030208,4100459,-24.7983,-52.7128,7.81,23.19,21.27,22.3,27.53,19.72,23.33,16.91,89.06,10.83,94.25,0.09,0.37,0.0,0.37,0.73,1.1,0.32,0.79,1.72,2.79,0.73,2.06,0.81,0.77,0.79,19.52,28.68,40.57,109.4,156.36,15.3,0.51,2.67
20030209,4100459,-24.7983,-52.7128,6.51,22.3,21.38,21.88,25.93,19.42,22.38,17.03,94.5,20.16,94.2,0.04,0.23,0.0,0.23,0.67,0.99,0.19,0.8,1.76,2.68,0.27,2.41,0.87,0.78,0.8,22.03,28.39,40.46,121.96,153.45,16.55,0.52,2.73
20030210,4100459,-24.7983,-52.7128,6.31,21.41,20.8,21.11,24.19,17.87,21.43,16.54,96.19,14.94,93.98,0.02,0.14,0.0,0.14,0.61,1.07,0.05,1.01,1.75,2.71,0.09,2.62,0.87,0.8,0.8,13.53,28.05,40.35,77.75,151.47,11.09,0.37,1.89
20030211,4100459,-24.7983,-52.7128,5.66,22.24,20.65,21.45,26.15,20.49,22.25,16.3,91.38,3.91,93.88,0.0,0.0,0.0,0.0,1.03,1.69,0.57,1.12,2.73,3.91,1.25,2.66,0.83,0.81,0.81,15.14,27.74,40.24,84.95,149.01,11.91,0.38,1.97
20030212,4100459,-24.7983,-52.7128,5.96,22.48,21.12,21.88,26.23,20.26,22.64,16.78,91.44,16.91,93.99,0.09,0.52,0.0,0.52,0.89,1.27,0.34,0.91,2.2,3.15,1.15,1.99,0.87,0.8,0.81,17.02,27.49,40.12,93.47,146.54,12.69,0.41,2.12
20030213,4100459,-24.7983,-52.7128,5.52,21.83,21.05,21.51,25.02,19.51,21.98,16.66,94.62,5.16,94.04,0.09,0.42,0.0,0.42,0.72,1.19,0.12,1.05,1.72,2.85,0.27,2.59,0.84,0.81,0.81,15.88,28.17,40.0,88.4,150.13,12.14,0.39,2.02
20030214,4100459,-24.7983,-52.7128,6.78,21.7,19.92,20.87,25.74,18.96,21.83,15.56,89.81,3.06,93.88,0.06,0.38,0.0,0.38,0.85,1.34,0.4,0.94,2.17,3.45,0.98,2.47,0.81,0.8,0.81,19.82,28.37,39.88,107.09,149.56,14.35,0.45,2.3
20030215,4100459,-24.7983,-52.7128,8.9,22.62,20.23,21.44,27.44,18.54,22.64,15.93,87.44,1.04,93.8,0.02,0.31,0.0,0.31,0.83,1.36,0.41,0.94,2.24,3.42,1.02,2.4,0.8,0.79,0.81,24.69,29.0,39.75,133.82,155.07,17.96,0.55,2.94
20030216,4100459,-24.7983,-52.7128,4.9,21.41,20.4,20.91,24.01,19.11,21.42,16.11,94.12,15.12,93.71,0.0,0.0,0.0,0.0,1.09,1.75,0.68,1.07,2.74,4.21,1.73,2.48,0.84,0.79,0.81,12.16,27.5,39.62,69.52,148.02,9.82,0.33,1.68
20030217,4100459,-24.7983,-52.7128,9.85,22.51,20.59,21.58,27.8,17.94,22.55,16.36,89.44,4.75,93.65,0.05,0.39,0.0,0.39,0.67,1.23,0.17,1.05,1.65,3.16,0.12,3.05,0.83,0.8,0.82,21.15,28.1,39.49,116.12,151.54,15.73,0.5,2.61
20030218,4100459,-24.7983,-52.7128,8.87,23.26,20.69,22.04,27.94,19.08,23.38,16.42,85.81,0.09,93.76,0.08,0.52,0.0,0.52,0.7,1.58,0.12,1.45,1.55,3.79,0.05,3.73,0.79,0.79,0.81,22.4,28.38,39.35,120.41,149.16,16.07,0.5,2.6
